developers	commits	updates	class
3	108	1	less
3	95	18	less
6	103	4	less
3	71	1	less
3	35	2	less
3	74	10	less
3	78	6	less
6	103	10	less
3	101	7	less
2	81	12	less
4	196	8	less
5	63	8	less
3	78	7	less
3	67	1	less
3	72	8	less
2	93	12	less
3	92	5	less
3	96	9	less
3	72	5	less
3	74	6	less
6	205	15	less
3	60	6	less
2	80	6	less
2	60	4	less
3	84	11	less
3	59	4	less
2	172	1	less
3	73	4	less
3	88	7	less
3	61	0	less
3	60	8	less
6	130	18	less
3	57	1	less
3	124	6	less
2	124	1	less
3	53	7	less
3	88	10	less
3	50	4	less
2	81	9	less
2	75	4	less
2	82	11	less
3	75	10	less
3	60	5	less
2	31	8	less
12	127	11	less
2	96	4	less
3	84	3	less
4	146	16	less
2	78	12	less
4	84	6	less
2	75	4	less
3	47	0	less
2	50	5	less
2	40	9	less
6	73	7	less
3	57	8	less
3	90	10	less
5	92	13	less
6	97	14	less
2	76	5	less
2	157	17	less
2	63	4	less
4	72	1	less
3	41	0	less
4	50	5	less
3	99	8	less
3	54	7	less
3	79	4	less
3	86	7	less
5	75	5	less
3	106	13	less
3	92	10	less
5	86	9	less
5	103	9	less
3	109	5	less
8	107	12	less
3	123	8	less
6	88	10	less
3	56	8	less
5	77	17	less
11	127	19	less
2	65	2	less
3	53	5	less
3	58	5	less
8	75	13	less
3	84	6	less
3	146	12	less
3	66	8	less
2	72	9	less
4	75	11	less
4	49	9	less
2	74	5	less
3	102	7	less
4	53	9	less
3	46	1	less
3	20	0	less
4	83	6	less
5	97	8	less
3	45	1	less
4	63	8	less
5	53	5	less
6	211	11	less
3	108	11	less
2	151	17	less
8	231	27	less
3	95	10	less
3	50	0	less
3	55	6	less
3	47	1	less
3	62	3	less
4	99	9	less
2	106	7	less
4	85	8	less
5	64	0	less
3	68	9	less
2	62	4	less
5	80	9	less
2	69	7	less
6	75	11	less
3	73	8	less
3	84	8	less
4	37	5	less
5	40	4	less
3	47	1	less
3	100	16	less
2	98	10	less
6	90	19	less
3	68	3	less
3	69	3	less
6	110	14	less
6	158	15	less
2	84	10	less
3	129	11	less
5	91	10	less
6	115	9	less
2	55	4	less
3	28	2	less
3	62	4	less
3	207	15	less
4	65	11	less
3	62	11	less
5	190	5	less
4	115	33	less
6	94	9	less
3	80	4	less
3	40	1	less
3	72	17	less
4	92	9	less
3	86	9	less
3	71	9	less
3	58	8	less
3	73	9	less
4	121	8	less
3	134	6	less
3	93	1	less
4	45	4	less
3	189	4	less
5	65	4	less
2	74	8	less
2	50	5	less
2	54	8	less
3	67	10	less
3	71	10	less
12	105	12	less
4	37	8	less
3	92	11	less
4	117	8	less
3	60	7	less
3	136	7	less
4	57	6	less
3	55	0	less
5	124	5	less
2	30	4	less
2	47	6	less
3	45	0	less
6	87	21	less
3	72	13	less
3	181	5	less
3	50	7	less
3	60	8	less
3	47	0	less
3	57	5	less
3	47	0	less
3	69	7	less
2	151	19	less
2	111	1	less
3	87	8	less
3	52	6	less
3	13	0	less
6	131	8	less
2	64	5	less
4	157	29	less
3	79	9	less
3	95	2	less
2	123	16	less
7	68	0	less
6	107	15	less
2	42	4	less
4	83	7	less
2	122	8	less
3	86	10	less
4	58	7	less
3	41	0	less
2	76	6	less
2	95	4	less
2	26	0	less
3	74	7	less
3	63	8	less
2	138	14	less
3	35	3	less
3	55	6	less
3	87	6	less
2	107	14	less
3	121	7	less
2	45	6	less
7	53	0	less
5	85	15	less
2	40	7	less
4	74	9	less
2	170	2	less
3	32	4	less
3	159	18	less
3	91	0	less
2	52	8	less
3	66	6	less
4	70	10	less
5	178	7	less
4	77	4	less
3	47	4	less
2	59	8	less
3	135	14	less
2	53	1	less
2	96	6	less
4	31	4	less
3	81	10	less
4	59	7	less
4	57	9	less
6	203	10	less
2	71	8	less
3	37	0	less
2	80	9	less
3	75	11	less
3	65	6	less
3	29	0	less
4	26	4	less
3	69	8	less
2	75	1	less
3	40	3	less
6	143	10	less
2	49	9	less
4	122	8	less
2	47	2	less
3	60	0	less
3	117	15	less
2	121	8	less
2	116	12	less
6	110	10	less
3	84	9	less
3	69	7	less
6	74	4	less
3	69	3	less
3	49	6	less
2	59	7	less
6	105	13	less
3	207	14	less
3	21	0	less
2	56	9	less
5	113	13	less
4	134	17	less
3	69	0	less
6	111	11	less
3	76	6	less
4	96	20	less
3	107	1	less
3	113	5	less
2	102	6	less
2	116	26	less
3	21	5	less
3	85	8	less
3	91	0	less
4	89	3	less
3	110	4	less
2	79	4	less
3	35	0	less
3	41	0	less
3	50	1	less
3	68	9	less
3	73	0	less
2	126	8	less
3	67	6	less
4	76	10	less
2	123	5	less
3	137	8	less
6	102	8	less
3	120	1	less
2	74	4	less
3	51	5	less
3	96	0	less
3	66	0	less
3	32	0	less
2	76	10	less
3	68	10	less
3	128	9	less
4	34	4	less
2	128	8	less
3	71	1	less
2	115	12	less
6	123	16	less
6	182	14	less
3	37	0	less
5	97	6	less
3	76	0	less
5	69	5	less
5	96	8	less
4	64	14	less
2	63	7	less
2	62	8	less
4	77	9	less
3	86	3	less
6	34	7	less
2	88	4	less
4	35	10	less
3	63	6	less
3	70	10	less
3	62	14	less
2	97	5	less
4	140	11	less
3	74	6	less
4	187	6	less
4	40	9	less
2	80	11	less
8	99	11	less
3	58	6	less
4	38	7	less
2	40	9	less
2	30	4	less
3	56	7	less
3	71	7	less
3	80	14	less
6	221	13	less
3	87	5	less
3	67	7	less
2	99	2	less
2	132	4	less
3	73	7	less
2	192	7	less
2	34	2	less
3	86	13	less
4	121	5	less
3	88	6	less
3	16	1	less
5	96	5	less
3	92	2	less
3	76	7	less
3	195	6	less
2	199	8	less
4	73	12	less
3	84	8	less
3	56	0	less
4	84	7	less
3	115	1	less
3	42	1	less
4	200	9	less
3	60	5	less
2	110	4	less
2	129	20	less
2	68	7	less
3	30	1	less
3	138	1	less
2	102	7	less
3	85	1	less
3	75	1	less
4	55	2	less
3	81	11	less
4	103	7	less
2	139	5	less
6	80	14	less
2	118	5	less
6	69	12	less
4	125	8	less
2	73	12	less
8	120	17	less
3	125	16	less
4	79	6	less
5	77	16	less
3	66	1	less
6	115	23	less
3	157	2	less
3	49	0	less
2	24	1	less
3	68	1	less
5	99	16	less
2	53	7	less
5	86	8	less
5	42	2	less
2	64	5	less
3	110	16	less
3	30	0	less
2	100	3	less
3	103	11	less
3	43	11	less
2	108	33	less
3	13	1	less
3	77	5	less
6	58	10	less
2	74	6	less
3	103	14	less
8	144	19	less
4	118	9	less
3	30	0	less
4	97	5	less
2	110	29	less
2	61	6	less
3	107	10	less
2	61	7	less
3	41	2	less
2	127	11	less
3	96	4	less
3	75	0	less
3	61	0	less
2	84	6	less
5	88	9	less
2	40	1	less
4	81	15	less
3	50	5	less
5	125	9	less
3	23	1	less
2	47	3	less
3	106	0	less
2	45	2	less
2	76	8	less
3	21	3	less
6	110	19	less
2	133	8	less
3	59	4	less
2	49	3	less
4	44	5	less
3	46	4	less
3	56	0	less
3	187	13	less
2	87	1	less
3	64	0	less
3	203	11	less
6	32	3	less
4	62	7	less
4	91	8	less
3	59	10	less
2	69	3	less
3	47	4	less
6	143	16	less
3	44	1	less
3	113	12	less
3	57	6	less
6	203	12	less
2	77	1	less
3	131	8	less
3	73	12	less
2	49	6	less
2	74	5	less
3	76	10	less
3	85	8	less
4	66	9	less
3	107	6	less
2	34	3	less
4	90	15	less
3	82	8	less
4	71	7	less
3	142	10	less
3	38	5	less
3	54	4	less
4	64	7	less
3	39	2	less
3	108	2	less
4	99	5	less
4	51	6	less
3	32	0	less
3	57	4	less
2	70	8	less
3	60	2	less
7	168	24	less
7	228	27	less
2	60	6	less
3	53	7	less
3	86	4	less
4	59	7	less
6	82	8	less
3	21	0	less
3	37	3	less
3	59	9	less
3	91	5	less
3	30	0	less
3	52	4	less
3	31	2	less
3	65	1	less
2	85	9	less
4	205	10	less
2	86	6	less
3	61	4	less
3	58	6	less
3	88	9	less
3	61	0	less
3	55	2	less
2	198	9	less
2	127	5	less
2	88	5	less
3	75	6	less
3	19	2	less
3	64	7	less
3	101	7	less
3	38	4	less
2	97	10	less
4	35	7	less
3	85	1	less
6	114	13	less
4	54	4	less
3	63	1	less
3	52	9	less
2	76	7	less
2	55	7	less
4	71	9	less
6	102	9	less
3	81	7	less
2	38	2	less
3	81	12	less
2	60	5	less
3	47	4	less
2	39	4	less
11	59	17	less
3	21	2	less
3	57	4	less
3	55	0	less
3	31	2	less
8	107	22	less
2	121	15	less
3	108	1	less
2	108	9	less
6	116	16	less
4	79	16	less
3	43	4	less
3	70	8	less
3	45	1	less
3	47	5	less
3	62	6	less
4	44	7	less
3	71	1	less
3	60	0	less
3	47	1	less
13	75	14	less
2	28	4	less
3	53	4	less
4	116	4	less
2	52	7	less
3	48	1	less
2	83	11	less
3	71	6	less
6	76	3	less
2	52	5	less
3	100	14	less
3	117	14	less
3	71	2	less
2	86	7	less
2	111	5	less
4	176	9	less
2	32	3	less
4	72	6	less
5	112	5	less
2	69	6	less
6	61	8	less
2	55	9	less
4	107	10	less
3	43	0	less
3	115	2	less
2	44	5	less
2	67	1	less
3	46	0	less
4	46	6	less
3	118	6	less
3	54	1	less
4	80	14	less
6	88	10	less
6	102	11	less
6	88	9	less
3	49	1	less
3	35	3	less
3	184	0	less
2	56	7	less
4	60	8	less
6	114	10	less
3	156	1	less
4	82	6	less
3	124	0	less
2	60	7	less
6	49	4	less
2	44	1	less
3	113	12	less
3	38	0	less
2	99	8	less
2	54	8	less
6	92	8	less
3	66	5	less
3	52	4	less
6	130	17	less
2	34	1	less
3	152	16	less
3	74	6	less
3	43	1	less
6	153	26	less
3	75	1	less
2	60	7	less
3	74	6	less
2	72	5	less
3	33	1	less
3	188	7	less
6	62	9	less
3	52	0	less
4	36	7	less
3	56	4	less
4	83	7	less
3	86	10	less
3	115	1	less
3	66	5	less
3	87	6	less
2	48	4	less
3	74	9	less
6	111	17	less
4	57	9	less
2	47	4	less
3	45	4	less
3	112	8	less
4	79	11	less
3	44	6	less
3	65	8	less
3	90	6	less
3	45	0	less
4	41	5	less
3	69	4	less
3	21	1	less
3	79	9	less
2	38	4	less
4	62	5	less
3	93	2	less
3	30	1	less
3	47	2	less
2	102	12	less
6	37	6	less
6	53	10	less
3	78	1	less
3	49	6	less
10	34	1	less
3	131	6	less
8	94	11	less
3	20	1	less
3	48	8	less
2	46	8	less
2	48	7	less
3	120	1	less
6	82	10	less
3	82	9	less
2	66	4	less
4	63	6	less
3	40	8	less
3	47	6	less
3	58	4	less
3	62	7	less
2	124	5	less
4	88	16	less
2	58	6	less
3	63	5	less
2	55	5	less
4	35	5	less
3	109	5	less
3	113	7	less
8	67	13	less
3	111	4	less
7	134	0	less
3	120	17	less
2	100	7	less
3	51	0	less
3	36	0	less
3	84	9	less
7	135	17	less
6	116	15	less
2	45	3	less
3	53	5	less
3	29	0	less
2	46	7	less
2	51	6	less
2	112	19	less
3	65	0	less
4	56	9	less
3	34	4	less
6	104	10	less
3	22	0	less
6	143	11	less
2	78	7	less
3	76	1	less
6	110	9	less
10	34	3	less
4	57	7	less
2	138	8	less
3	83	10	less
5	46	4	less
3	59	5	less
3	44	3	less
2	48	7	less
2	46	5	less
4	85	9	less
2	37	7	less
4	54	8	less
2	51	5	less
3	82	5	less
2	88	6	less
3	18	1	less
2	70	4	less
2	63	6	less
2	51	6	less
2	36	2	less
3	72	9	less
2	39	6	less
2	23	3	less
3	91	10	less
3	61	5	less
5	111	7	less
6	109	12	less
3	46	4	less
12	111	11	less
3	93	7	less
5	61	5	less
4	107	10	less
3	32	0	less
3	56	3	less
3	47	1	less
4	75	10	less
3	64	4	less
3	29	0	less
3	75	12	less
6	157	19	less
2	81	9	less
3	102	14	less
6	211	17	less
6	76	4	less
5	78	5	less
2	49	1	less
3	59	5	less
4	106	18	less
3	82	1	less
3	70	13	less
3	41	0	less
4	59	6	less
3	67	6	less
3	29	1	less
2	34	3	less
2	42	6	less
3	54	3	less
4	99	10	less
3	54	3	less
4	72	4	less
3	68	7	less
3	44	2	less
3	45	4	less
4	59	7	less
2	62	4	less
2	59	4	less
4	71	11	less
3	174	0	less
6	113	8	less
3	117	7	less
10	27	2	less
3	65	1	less
2	72	0	less
5	79	4	less
3	13	1	less
6	68	3	less
3	82	15	less
3	41	3	less
3	66	5	less
3	62	9	less
3	105	5	less
6	104	11	less
3	51	4	less
4	91	6	less
4	105	15	less
2	55	6	less
3	56	2	less
3	64	6	less
3	87	2	less
3	66	4	less
3	72	2	less
3	201	7	less
3	34	4	less
4	75	5	less
3	50	2	less
3	62	11	less
2	62	5	less
8	130	18	less
2	78	5	less
3	60	8	less
6	119	9	less
3	118	4	less
3	75	2	less
2	201	9	less
4	77	4	less
2	141	6	less
3	42	5	less
4	70	8	less
6	106	13	less
3	43	0	less
3	23	1	less
6	50	9	less
3	77	6	less
2	69	12	less
4	75	9	less
2	161	40	less
6	86	7	less
3	116	14	less
2	85	10	less
3	74	4	less
5	67	5	less
5	45	5	less
3	126	6	less
3	71	4	less
3	47	0	less
2	78	6	less
3	31	3	less
4	94	15	less
5	35	4	less
3	89	0	less
3	93	11	less
3	63	10	less
2	137	8	less
3	42	4	less
2	61	9	less
3	43	2	less
4	76	4	less
2	38	4	less
3	30	0	less
4	117	12	less
4	91	10	less
3	81	2	less
3	114	17	less
4	39	6	less
2	94	10	less
3	47	5	less
3	92	6	less
2	113	5	less
3	53	7	less
12	67	13	less
3	31	1	less
3	63	4	less
2	64	8	less
3	26	0	less
3	58	5	less
3	75	2	less
3	46	4	less
2	34	5	less
3	33	4	less
2	57	7	less
3	126	4	less
2	94	16	less
2	114	35	less
3	16	2	less
6	107	26	less
6	107	10	less
3	96	1	less
3	45	0	less
3	21	0	less
2	156	16	less
5	53	5	less
3	82	5	less
3	82	2	less
5	91	17	less
2	95	7	less
3	37	3	less
2	57	6	less
3	38	1	less
5	84	6	less
3	122	6	less
2	68	14	less
3	57	2	less
4	93	18	less
6	95	9	less
2	48	6	less
3	86	10	less
3	60	0	less
4	113	17	less
3	34	2	less
3	81	7	less
3	39	2	less
2	43	0	less
2	70	1	less
3	64	6	less
3	58	3	less
4	50	7	less
3	128	6	less
3	59	2	less
3	87	16	less
2	50	4	less
4	139	17	less
3	39	4	less
3	36	2	less
2	122	15	less
2	132	10	less
2	50	3	less
4	82	11	less
6	111	13	less
3	68	6	less
3	82	1	less
4	117	11	less
4	36	6	less
3	91	8	less
6	101	9	less
4	66	7	less
4	81	11	less
2	81	9	less
3	49	1	less
3	54	0	less
4	94	7	less
2	80	4	less
2	111	10	less
6	104	18	less
3	43	2	less
2	56	8	less
3	17	1	less
2	56	9	less
6	73	10	less
3	55	8	less
5	48	3	less
3	71	13	less
2	180	10	less
2	106	12	less
2	54	5	less
4	77	8	less
4	101	11	less
3	62	1	less
3	63	8	less
4	71	7	less
3	68	2	less
8	111	28	less
2	39	3	less
6	71	9	less
3	77	7	less
3	50	4	less
3	26	4	less
3	37	4	less
3	78	4	less
3	71	7	less
3	164	0	less
3	53	5	less
2	56	6	less
2	46	6	less
2	24	1	less
3	61	6	less
3	13	1	less
3	55	4	less
6	116	16	less
3	79	16	less
2	52	5	less
2	97	11	less
5	68	13	less
2	63	6	less
3	75	8	less
6	109	9	less
3	66	6	less
6	171	27	less
2	57	7	less
3	92	9	less
2	47	6	less
3	66	2	less
3	55	1	less
2	34	1	less
2	60	9	less
4	192	6	less
4	52	9	less
4	81	16	less
2	56	7	less
2	197	15	less
3	81	10	less
11	28	3	less
4	65	10	less
3	100	5	less
5	160	24	less
3	98	15	less
2	86	10	less
3	45	1	less
2	99	5	less
2	111	8	less
4	132	5	less
4	72	15	less
2	44	4	less
3	55	0	less
2	73	9	less
3	69	10	less
3	71	6	less
2	62	6	less
2	55	4	less
2	97	1	less
4	77	7	less
3	56	1	less
2	62	10	less
4	56	8	less
5	45	5	less
3	58	0	less
3	36	0	less
3	96	9	less
3	63	0	less
3	74	2	less
4	59	6	less
3	49	1	less
5	70	6	less
8	77	11	less
3	43	3	less
4	87	8	less
3	33	1	less
3	48	4	less
3	41	5	less
3	129	18	less
2	124	11	less
2	107	5	less
3	57	1	less
2	64	5	less
6	152	17	less
2	60	4	less
2	102	26	less
3	54	4	less
3	146	0	less
6	124	12	less
4	85	13	less
3	129	1	less
2	103	9	less
3	51	9	less
3	87	0	less
6	101	12	less
2	29	3	less
2	65	7	less
3	86	9	less
2	53	6	less
4	83	15	less
2	128	21	less
3	71	6	less
3	46	4	less
3	24	1	less
2	122	9	less
3	51	3	less
2	102	14	less
2	40	4	less
2	71	6	less
3	86	7	less
3	69	0	less
3	124	8	less
3	41	3	less
3	69	5	less
3	8	0	less
2	65	6	less
3	36	0	less
2	102	19	less
3	66	5	less
4	52	4	less
3	54	6	less
2	76	7	less
3	62	5	less
2	70	8	less
3	53	4	less
3	59	5	less
2	135	9	less
3	55	0	less
2	51	5	less
2	61	9	less
4	57	7	less
3	77	6	less
3	52	9	less
2	48	3	less
6	81	12	less
4	34	4	less
2	34	1	less
3	92	5	less
2	41	4	less
2	44	8	less
4	63	8	less
5	51	5	less
4	44	4	less
4	84	12	less
10	65	2	less
4	72	4	less
3	53	5	less
4	116	17	less
3	58	4	less
2	57	6	less
2	69	9	less
4	103	17	less
3	107	16	less
3	45	2	less
4	70	10	less
3	72	6	less
2	71	11	less
2	49	5	less
6	97	8	less
4	43	9	less
2	72	2	less
2	28	1	less
2	90	6	less
2	103	10	less
3	75	13	less
2	105	8	less
6	129	18	less
3	48	4	less
3	71	2	less
4	109	4	less
3	71	1	less
6	51	7	less
3	91	11	less
4	63	9	less
2	89	6	less
3	135	0	less
3	42	3	less
3	186	1	less
3	58	5	less
3	61	6	less
3	111	16	less
8	124	13	less
3	36	1	less
3	65	7	less
3	103	15	less
2	79	8	less
2	75	1	less
2	34	3	less
3	113	19	less
3	84	1	less
4	116	10	less
3	59	7	less
6	64	9	less
3	32	0	less
3	48	0	less
3	59	8	less
3	68	0	less
3	49	0	less
4	28	4	less
2	62	5	less
3	71	1	less
6	149	12	less
3	71	7	less
2	61	7	less
12	112	13	less
3	28	0	less
3	113	16	less
3	60	8	less
2	51	7	less
12	186	14	less
4	28	6	less
3	68	4	less
3	64	6	less
2	132	7	less
3	32	2	less
2	94	10	less
3	96	10	less
4	55	8	less
3	57	1	less
2	106	10	less
3	40	0	less
3	41	0	less
3	72	1	less
3	33	2	less
7	77	9	less
3	53	12	less
3	84	2	less
3	153	1	less
4	31	5	less
3	75	13	less
3	78	5	less
3	76	0	less
10	62	8	less
3	70	11	less
3	63	0	less
6	96	7	less
2	72	9	less
6	137	10	less
3	67	10	less
2	33	3	less
6	197	10	less
3	73	8	less
2	64	6	less
2	123	9	less
4	139	8	less
3	49	0	less
2	83	6	less
3	69	10	less
3	116	2	less
2	44	5	less
3	165	21	less
3	47	2	less
3	107	2	less
4	62	6	less
6	138	17	less
4	69	7	less
2	67	6	less
3	42	1	less
3	52	2	less
3	50	1	less
3	111	9	less
3	69	4	less
5	93	18	less
2	72	8	less
2	72	7	less
2	83	8	less
3	47	0	less
3	36	1	less
3	51	1	less
4	51	7	less
3	75	0	less
3	74	6	less
2	51	6	less
2	45	5	less
4	72	4	less
2	38	6	less
3	74	2	less
2	33	3	less
2	88	5	less
3	44	4	less
3	76	6	less
6	95	12	less
3	29	1	less
3	64	2	less
2	66	8	less
4	113	29	less
2	43	4	less
2	64	11	less
3	52	0	less
3	113	12	less
3	50	4	less
3	33	4	less
3	88	7	less
2	48	8	less
3	32	4	less
6	125	10	less
6	191	8	less
2	143	16	less
2	72	9	less
2	76	9	less
2	64	4	less
2	67	5	less
8	83	13	less
3	42	4	less
4	99	9	less
3	70	12	less
3	74	8	less
2	60	5	less
4	108	5	less
3	63	6	less
3	53	5	less
3	68	6	less
4	37	7	less
2	62	5	less
3	29	2	less
3	39	1	less
3	68	4	less
3	31	1	less
3	41	1	less
3	55	6	less
3	47	3	less
4	128	15	less
3	49	2	less
4	118	8	less
3	52	6	less
2	44	5	less
3	73	8	less
6	67	9	less
2	72	6	less
3	45	0	less
3	107	1	less
3	86	9	less
2	93	11	less
2	186	10	less
4	55	4	less
4	63	10	less
2	69	11	less
3	137	16	less
2	61	5	less
3	54	2	less
3	84	4	less
4	127	10	less
4	133	11	less
3	88	13	less
3	73	10	less
2	57	8	less
6	82	10	less
3	35	4	less
3	110	5	less
3	81	7	less
3	81	8	less
6	110	18	less
2	61	4	less
3	87	10	less
8	128	15	less
3	47	2	less
6	60	3	less
5	90	6	less
3	67	7	less
2	78	8	less
5	90	15	less
4	158	17	less
3	58	0	less
8	162	19	less
3	84	8	less
4	218	21	less
2	51	7	less
3	62	7	less
4	48	9	less
3	58	0	less
3	46	4	less
10	80	2	less
2	93	10	less
3	42	0	less
3	37	0	less
2	78	2	less
3	24	1	less
3	71	2	less
3	38	2	less
2	24	3	less
2	74	6	less
4	125	17	less
4	113	18	less
2	79	6	less
3	27	0	less
2	116	23	less
2	71	7	less
4	43	7	less
2	53	1	less
3	65	6	less
3	69	12	less
2	82	5	less
2	99	7	less
6	183	5	less
2	51	1	less
6	108	12	less
4	86	9	less
6	76	8	less
3	59	6	less
3	180	2	less
3	20	0	less
6	38	11	less
3	54	2	less
6	65	9	less
5	146	15	less
3	30	0	less
2	35	6	less
2	97	13	less
10	104	9	less
5	78	14	less
3	33	2	less
3	81	4	less
3	57	1	less
3	47	0	less
3	46	2	less
5	52	11	less
2	81	6	less
4	111	4	less
2	42	5	less
10	32	2	less
3	92	0	less
2	65	7	less
4	180	8	less
4	43	6	less
2	69	7	less
2	68	0	less
2	214	18	less
4	62	8	less
2	38	2	less
2	47	1	less
2	154	24	less
3	30	1	less
2	68	6	less
3	105	14	less
2	130	8	less
3	109	11	less
3	48	6	less
4	127	13	less
3	22	0	less
6	152	22	less
3	54	4	less
4	55	8	less
2	92	7	less
3	84	2	less
6	46	3	less
3	101	20	less
4	105	12	less
4	60	6	less
3	86	4	less
3	34	0	less
4	113	6	less
4	133	15	less
5	58	3	less
3	42	0	less
3	100	5	less
2	124	14	less
2	77	8	less
6	139	13	less
2	53	5	less
8	83	14	less
2	78	9	less
3	71	6	less
2	75	6	less
2	60	4	less
3	57	3	less
3	139	0	less
4	40	7	less
6	146	6	less
3	98	8	less
2	77	9	less
6	67	7	less
6	206	14	less
2	86	11	less
2	194	13	less
3	56	5	less
2	88	8	less
3	73	7	less
9	140	30	less
2	82	2	less
4	41	11	less
2	66	4	less
2	72	9	less
6	57	7	less
2	77	6	less
4	35	7	less
3	44	4	less
3	38	3	less
2	70	10	less
2	134	8	less
4	48	9	less
2	32	4	less
6	71	1	less
3	48	5	less
2	62	7	less
4	145	11	less
2	58	5	less
3	103	18	less
8	138	10	less
3	51	8	less
2	85	8	less
2	79	4	less
2	62	5	less
6	78	9	less
4	117	27	less
4	27	5	less
2	97	7	less
3	40	0	less
4	149	16	less
4	37	8	less
2	68	8	less
3	86	5	less
3	87	13	less
3	30	1	less
2	50	5	less
2	186	5	less
2	40	4	less
6	198	10	less
4	82	16	less
2	85	14	less
3	51	8	less
2	37	2	less
3	56	5	less
3	85	2	less
3	21	1	less
4	72	4	less
2	70	4	less
2	28	1	less
3	57	2	less
2	69	7	less
3	34	0	less
3	58	6	less
2	44	6	less
4	48	10	less
2	37	2	less
6	98	14	less
5	115	15	less
9	103	13	less
4	85	13	less
8	94	13	less
2	54	4	less
3	97	11	less
4	104	8	less
3	29	3	less
2	32	4	less
3	81	10	less
2	30	1	less
3	64	1	less
4	56	6	less
2	60	6	less
3	50	5	less
3	46	3	less
3	99	5	less
3	72	7	less
2	37	5	less
3	69	12	less
3	10	0	less
3	47	0	less
2	104	8	less
3	21	0	less
2	81	5	less
9	116	13	less
4	85	5	less
2	62	6	less
4	112	8	less
3	187	13	less
3	58	6	less
2	48	8	less
4	30	5	less
2	52	4	less
4	53	7	less
4	90	9	less
4	63	10	less
3	33	3	less
2	60	11	less
3	61	7	less
6	103	19	less
4	58	5	less
2	87	11	less
2	17	1	less
3	28	1	less
2	68	9	less
3	39	2	less
3	105	0	less
2	239	23	less
3	46	1	less
3	52	1	less
2	53	4	less
2	47	3	less
2	73	6	less
6	77	9	less
2	58	7	less
2	135	12	less
2	29	1	less
3	36	1	less
3	51	1	less
3	59	4	less
3	80	6	less
3	78	6	less
4	137	27	less
5	120	20	less
4	96	11	less
3	63	5	less
2	43	5	less
3	41	1	less
4	38	5	less
4	94	13	less
3	74	0	less
2	54	13	less
6	91	8	less
3	64	0	less
4	96	9	less
2	61	7	less
4	42	6	less
3	49	1	less
3	61	6	less
3	51	5	less
3	68	1	less
4	37	4	less
3	63	1	less
6	130	10	less
6	65	9	less
3	45	5	less
3	39	1	less
6	66	8	less
5	94	11	less
4	51	6	less
2	92	7	less
4	41	7	less
2	36	6	less
2	99	10	less
3	18	0	less
3	55	1	less
3	35	1	less
2	89	20	less
2	47	6	less
3	28	0	less
2	50	8	less
3	13	1	less
2	52	5	less
2	56	4	less
2	52	4	less
3	72	4	less
4	57	7	less
3	96	13	less
2	80	4	less
2	98	14	less
2	73	9	less
6	91	9	less
6	117	14	less
2	73	8	less
3	28	0	less
2	52	7	less
2	69	4	less
4	56	6	less
2	64	7	less
3	73	0	less
2	128	8	less
3	137	17	less
2	103	13	less
2	49	5	less
2	100	9	less
4	91	11	less
2	78	7	less
3	29	0	less
3	52	2	less
3	58	7	less
2	58	5	less
6	97	7	less
4	85	10	less
3	63	9	less
4	79	15	less
4	45	5	less
2	57	7	less
2	65	7	less
6	123	14	less
7	107	18	less
2	99	5	less
3	90	7	less
4	70	4	less
3	39	8	less
3	71	1	less
4	61	6	less
3	62	7	less
6	133	15	less
3	24	3	less
3	58	6	less
3	91	0	less
2	65	7	less
3	65	8	less
3	57	6	less
6	107	19	less
3	54	7	less
2	57	7	less
2	89	12	less
2	43	3	less
2	81	15	less
2	42	3	less
2	45	6	less
2	181	5	less
4	123	13	less
3	34	1	less
3	112	9	less
3	101	14	less
6	72	10	less
4	208	15	less
3	45	5	less
4	100	20	less
5	139	12	less
4	54	9	less
3	42	5	less
2	179	6	less
4	52	7	less
4	75	9	less
3	47	5	less
3	96	6	less
2	108	10	less
2	44	6	less
3	41	2	less
3	30	2	less
3	76	3	less
2	82	7	less
3	48	5	less
2	135	8	less
3	120	2	less
3	42	2	less
2	76	11	less
2	44	2	less
3	33	0	less
3	93	11	less
3	25	0	less
4	53	4	less
4	51	8	less
3	64	0	less
3	58	5	less
5	170	5	less
7	118	33	less
2	64	4	less
3	21	2	less
4	149	14	less
3	30	0	less
3	82	17	less
2	113	11	less
2	57	4	less
4	41	5	less
6	183	9	less
4	72	9	less
3	77	10	less
3	45	0	less
5	52	8	less
3	69	8	less
2	54	4	less
3	70	9	less
3	48	4	less
2	83	10	less
4	102	8	less
3	43	4	less
4	51	5	less
3	47	5	less
2	37	3	less
2	67	0	less
2	98	5	less
2	72	8	less
2	64	7	less
3	67	9	less
4	67	9	less
2	46	6	less
2	87	6	less
4	80	15	less
4	72	11	less
3	133	0	less
3	45	4	less
3	47	0	less
3	36	1	less
2	89	19	less
2	27	1	less
3	53	5	less
3	72	4	less
3	60	4	less
4	43	5	less
3	34	3	less
2	35	4	less
7	127	15	less
2	93	4	less
2	81	13	less
2	81	12	less
3	66	0	less
2	101	12	less
3	34	1	less
2	44	4	less
3	50	4	less
3	58	9	less
3	132	12	less
2	61	5	less
3	43	5	less
2	28	4	less
3	21	0	less
2	37	4	less
6	183	9	less
2	73	9	less
3	100	12	less
2	38	5	less
3	118	0	less
3	65	2	less
2	56	5	less
4	45	8	less
3	90	0	less
4	48	5	less
3	65	5	less
3	64	1	less
3	20	2	less
6	68	9	less
